Year,State,District,Party,Name,Votes,Winner,Incumbent
2014,Florida,District 18,Republican Party,Travis Cummings,41675,True,1.0
2014,Florida,District 18,Libertarian Party,Kenneth Willey,9525,False,0.0
2014,Florida,District 19,Republican Party,Charles Van Zant,1,True,1.0
2014,Florida,District 20,Democratic Party,"Clovis Watson, Jr.",1,True,1.0
2014,Florida,District 21,Democratic Party,Jon Uman,23410,False,0.0
2014,Florida,District 21,Republican Party,Keith Perry,32582,True,1.0
2014,Florida,District 22,Republican Party,Charlie Stone,1,True,1.0
2014,Florida,District 23,Republican Party,Dennis K. Baxley,1,True,1.0
2014,Florida,District 24,Republican Party,Travis Hutson,1,True,1.0
2014,Florida,District 25,Democratic Party,Noel Cheryl Bickford,25883,False,0.0
2014,Florida,District 25,Republican Party,Fred Costello,37905,True,0.0
2014,Florida,District 26,Democratic Party,Dwayne Taylor,23430,True,1.0
2014,Florida,District 26,Republican Party,Michael Cantu,21084,False,0.0
2014,Florida,District 27,Democratic Party,Bob Garcia,21017,False,0.0
2014,Florida,District 27,Republican Party,David Santiago,28701,True,1.0
2014,Florida,District 28,Republican Party,Jason Brodeur,34217,True,1.0
2014,Florida,District 28,Libertarian Party,Franklin Perez,15917,False,0.0
2014,Florida,District 29,Democratic Party,Mike Clelland,23022,False,1.0
2014,Florida,District 29,Republican Party,Scott Plakon,30243,True,0.0
2014,Florida,District 30,Democratic Party,Karen Castor Dentel,23448,False,1.0
2014,Florida,District 30,Republican Party,Bob Cortes,24776,True,0.0
2014,Florida,District 31,Republican Party,Jennifer Sullivan,1,True,0.0
2014,Florida,District 32,Republican Party,Larry Metz,1,True,1.0
2014,Florida,District 33,Republican Party,H. Marlene O'Toole,1,True,1.0
2014,Florida,District 34,Republican Party,Jimmie Smith,1,True,1.0
2014,Florida,District 35,Democratic Party,Rose Rocco,23687,False,0.0
2014,Florida,District 35,Republican Party,Blaise Ingoglia,28769,True,0.0
2014,Florida,District 35,unaffiliated,Hamilton R. Hanson,1632,False,0.0
2014,Florida,District 35,unaffiliated,James Scavetta,2107,False,0.0
2014,Florida,District 36,Democratic Party,Amanda Hickman Murphy,25774,True,1.0
2014,Florida,District 36,Republican Party,Chris Gregg,21619,False,0.0
2014,Florida,District 37,Republican Party,Richard Corcoran,1,True,1.0
2014,Florida,District 38,Democratic Party,Beverly Ledbetter,20300,False,0.0
2014,Florida,District 38,Republican Party,Daniel Burgess,30446,True,0.0
2014,Florida,District 39,Democratic Party,Carol Castagnero,17186,False,0.0
2014,Florida,District 39,Republican Party,Neil Combee,31543,True,1.0
2014,Florida,District 40,Democratic Party,Ricky Shirah,19410,False,0.0
2014,Florida,District 40,Republican Party,Colleen Burton,27065,True,0.0
2014,Florida,District 40,unaffiliated,"Franklin ""Ed"" Shoemaker",2262,False,0.0
2014,Florida,District 41,Democratic Party,Celestyne Williams,20711,False,0.0
2014,Florida,District 41,Republican Party,John Wood,29798,True,1.0
2014,Florida,District 42,Democratic Party,Chad Carnell,18288,False,0.0
2014,Florida,District 42,Republican Party,Mike La Rosa,27642,True,1.0
2014,Florida,District 43,Democratic Party,John Cortes,21319,True,0.0
2014,Florida,District 43,Republican Party,"Carlos L. Irizarry, Sr.",10881,False,0.0
2014,Florida,District 44,Republican Party,Eric Eisnaugle,28251,True,1.0
2014,Florida,District 44,unaffiliated,Matthew Falconer,15478,False,0.0
2014,Florida,District 45,Democratic Party,Randolph Bracy III,1,True,1.0
2014,Florida,District 46,Democratic Party,Bruce Antone,21834,True,1.0
2014,Florida,District 46,unaffiliated,"James W. Anderson, Jr. (write-in)",30,False,0.0
2014,Florida,District 47,Democratic Party,Linda Stewart,28039,False,1.0
2014,Florida,District 47,Republican Party,Mike Miller,30303,True,0.0
2014,Florida,District 48,Democratic Party,"Victor M. Torres, Jr.",1,True,1.0
2014,Florida,District 49,Democratic Party,Joe Saunders,18405,False,1.0
2014,Florida,District 49,Republican Party,Rene Plasencia,19119,True,0.0
2014,Florida,District 50,Republican Party,Tom Goodson,1,True,1.0
2014,Florida,District 51,Democratic Party,Joe Murray,20925,False,0.0
2014,Florida,District 51,Republican Party,Steve Crisafulli,42363,True,1.0
2014,Florida,District 52,Republican Party,Ritch Workman,1,True,1.0
2014,Florida,District 53,Democratic Party,Santa Isabel Wright,21160,False,0.0
2014,Florida,District 53,Republican Party,John Tobia,31163,True,1.0
2014,Florida,District 53,unaffiliated,David A. Kearns,3741,False,0.0
2014,Florida,District 53,unaffiliated,Kourtney Ann Waldron (write-in),,False,0.0
2014,Florida,District 54,Democratic Party,Jorge Lugo,18426,False,0.0
2014,Florida,District 54,Republican Party,Debbie Mayfield,39529,True,1.0
2014,Florida,District 55,Republican Party,Cary Pigman,1,True,1.0
2014,Florida,District 56,Republican Party,Ben Albritton,1,True,1.0
2014,Florida,District 57,Republican Party,Jake Raburn,1,True,1.0
2014,Florida,District 58,Republican Party,Dan Raulerson,1,True,1.0
2014,Florida,District 59,Democratic Party,Donna Lee Fore,19573,False,0.0
2014,Florida,District 59,Republican Party,Ross Spano,27305,True,1.0
2014,Florida,District 60,Republican Party,Dana Young,1,True,1.0
2014,Florida,District 61,Democratic Party,"Edwin ""Ed"" Narain",30968,True,0.0
2014,Florida,District 61,unaffiliated,Nicole Santiago,44,False,0.0
2014,Florida,District 62,Democratic Party,Janet Cruz,1,True,1.0
2014,Florida,District 63,Democratic Party,Mark Alan Danish,21967,False,1.0
2014,Florida,District 63,Republican Party,Shawn Harrison,24348,True,0.0
2014,Florida,District 64,Republican Party,James Grant,31442,True,1.0
2014,Florida,District 64,Republican Party,Miriam Steinberg,21434,False,0.0
2014,Florida,District 65,Democratic Party,Carl Zimmermann,31480,False,1.0
2014,Florida,District 65,Republican Party,Chris Sprowls,34633,True,0.0
2014,Florida,District 66,Democratic Party,Lorena Grizzle,26436,False,0.0
2014,Florida,District 66,Republican Party,Larry Ahern,35067,True,1.0
2014,Florida,District 67,Democratic Party,Steve Sarnoff,22818,False,0.0
2014,Florida,District 67,Republican Party,Christopher Latvala,25812,True,0.0
2014,Florida,District 68,Democratic Party,Dwight Dudley,29394,True,1.0
2014,Florida,District 68,Republican Party,Bill Young,26041,False,0.0
2014,Florida,District 69,Democratic Party,Scott T. Orsini,26616,False,0.0
2014,Florida,District 69,Republican Party,Kathleen Peters,36258,True,1.0
2014,Florida,District 70,Democratic Party,Darryl Rouson,30090,True,1.0
2014,Florida,District 70,unaffiliated,Phillip Garrett,7668,False,0.0
2014,Florida,District 70,unaffiliated,Justin M. Bauford (write-in),5,False,0.0
2014,Florida,District 71,Republican Party,Jim Boyd,1,True,1.0
2014,Florida,District 72,Democratic Party,Greg Para,26341,False,0.0
2014,Florida,District 72,Republican Party,Ray Pilon,36243,True,1.0
2014,Florida,District 73,Republican Party,Greg Steube,1,True,1.0
2014,Florida,District 74,Republican Party,Julio Gonzalez,50385,True,0.0
2014,Florida,District 74,unaffiliated,Robert Samuel Kaplan (write-in),91,False,0.0
2014,Florida,District 74,unaffiliated,Shiloh Turner (write-in),27,False,0.0
2014,Florida,District 75,Republican Party,Kenneth Roberson,42745,True,1.0
2014,Florida,District 75,unaffiliated,Ronald Gillis,19964,False,0.0
2014,Florida,District 76,Democratic Party,Charles C. Messina,19908,False,0.0
2014,Florida,District 76,Republican Party,Ray Rodrigues,41636,True,1.0
2014,Florida,District 77,Republican Party,Dane Eagle,39167,True,1.0
2014,Florida,District 77,unaffiliated,Jeremy A. Wood (write-in),115,False,0.0
2014,Florida,District 78,Republican Party,Heather Fitzenhagen,36356,True,1.0
2014,Florida,District 78,unaffiliated,Bates Mcleod Haney (write-in),62,False,0.0
2014,Florida,District 79,Republican Party,Matt Caldwell,1,True,1.0
2014,Florida,District 80,Republican Party,Matt Hudson,1,True,1.0
2014,Florida,District 81,Democratic Party,Kevin J.G. Rader,1,True,1.0
2014,Florida,District 82,Democratic Party,Mary W. Higgins,22853,False,0.0
2014,Florida,District 82,Republican Party,MaryLynn Magar,36269,True,1.0
2014,Florida,District 83,Republican Party,Gayle Harrell,1,True,1.0
2014,Florida,District 84,Democratic Party,"Larry Lee, Jr.",27892,True,1.0
2014,Florida,District 84,Republican Party,Rob Siedlecki,21629,False,0.0
2014,Florida,District 85,Republican Party,Patrick Rooney,1,True,1.0
2014,Florida,District 86,Democratic Party,Mark Pafford,27782,True,1.0
2014,Florida,District 86,Republican Party,Stuart Mears,18694,False,0.0
2014,Florida,District 87,Democratic Party,Dave Kerner,1,True,1.0
2014,Florida,District 88,Democratic Party,Bobby Powell,32992,True,1.0
2014,Florida,District 88,unaffiliated,Courtney Antron Grace (write-in),20,False,0.0
2014,Florida,District 89,Democratic Party,David Ryan Silvers,26510,False,0.0
2014,Florida,District 89,Republican Party,Bill Hager,29311,True,1.0
2014,Florida,District 90,Democratic Party,Lori Berman,1,True,1.0
2014,Florida,District 91,Democratic Party,Irving Slosberg,1,True,1.0
2014,Florida,District 92,Democratic Party,Gwyndolen Clarke-Reed,24848,True,1.0
2014,Florida,District 92,Republican Party,Kenny Brighton,9182,False,0.0
2014,Florida,District 93,Democratic Party,Scott Herman,23366,False,0.0
2014,Florida,District 93,Republican Party,George Moraitis,30559,True,1.0
2014,Florida,District 94,Democratic Party,Bobby DuBose,1,True,0.0
2014,Florida,District 95,Democratic Party,Hazelle P. Rogers,31588,True,1.0
2014,Florida,District 95,unaffiliated,Doletta McDonald (write-in),16,False,0.0
2014,Florida,District 96,Democratic Party,Kristin Jacobs,29874,True,0.0
2014,Florida,District 96,unaffiliated,Ronald Bray,59,False,0.0
2014,Florida,District 97,Democratic Party,Jared Moskowitz,1,True,1.0
2014,Florida,District 98,Democratic Party,Katie Edwards,1,True,1.0
2014,Florida,District 99,Democratic Party,Evan Jenne,1,True,0.0
2014,Florida,District 100,Democratic Party,Joseph S. Geller,19653,True,0.0
2014,Florida,District 100,Republican Party,Martin A. Feigenbaum,12483,False,0.0
2014,Florida,District 100,Libertarian Party,Omar E. Recuero,1020,False,0.0
2014,Florida,District 101,Democratic Party,Shevrin Jones,1,True,1.0
2014,Florida,District 102,Democratic Party,Sharon Pritchett,1,True,1.0
2014,Florida,District 103,Democratic Party,Benjamin F. De Yurre,11885,False,0.0
2014,Florida,District 103,Republican Party,"Manny Diaz, Jr.",16541,True,1.0
2014,Florida,District 104,Democratic Party,Richard Stark,1,True,1.0
2014,Florida,District 105,Democratic Party,Carlos A. Pereira,11879,False,0.0
2014,Florida,District 105,Republican Party,Carlos Trujillo,15671,True,1.0
2014,Florida,District 106,Republican Party,Kathleen Passidomo,1,True,1.0
2014,Florida,District 107,Democratic Party,Barbara Watson,1,True,1.0
2014,Florida,District 108,Democratic Party,Daphne Campbell,29736,True,1.0
2014,Florida,District 108,unaffiliated,"Cedon Saintil, Jr.",4468,False,0.0
2014,Florida,District 109,Democratic Party,Cynthia Stafford,1,True,1.0
2014,Florida,District 110,Republican Party,Jose Oliva,16105,True,1.0
2014,Florida,District 110,unaffiliated,Nelson Millian,7331,False,0.0
2014,Florida,District 111,Democratic Party,Mariano Ariel Corcilli,7774,False,0.0
2014,Florida,District 111,Republican Party,Bryan Avila,15486,True,0.0
2014,Florida,District 112,Democratic Party,Jose Javier Rodriguez,17015,True,1.0
2014,Florida,District 112,Republican Party,Daniel Diaz Leyva,16373,False,0.0
2014,Florida,District 113,Democratic Party,David Richardson,1,True,1.0
2014,Florida,District 114,Democratic Party,Daisy Josefina Baez,17758,False,0.0
2014,Florida,District 114,Republican Party,Erik Fresen,21262,True,1.0
2014,Florida,District 114,unaffiliated,Ross Hancock,1357,False,0.0
2014,Florida,District 115,Democratic Party,Kristopher D. Decossard,17165,False,0.0
2014,Florida,District 115,Republican Party,Michael Bileca,24266,True,1.0
2014,Florida,District 116,Democratic Party,Juan Carlos Cuba,11938,False,0.0
2014,Florida,District 116,Republican Party,Jose Felix Diaz,23833,True,1.0
2014,Florida,District 117,Democratic Party,Kionne McGhee,18969,True,1.0
2014,Florida,District 117,Republican Party,Carmen Sotomayor,5703,False,0.0
2014,Florida,District 118,Democratic Party,Omar Rivero,13983,False,0.0
2014,Florida,District 118,Republican Party,Frank Artiles,19621,True,1.0
2014,Florida,District 119,Democratic Party,Milagro S. Ruiz,11827,False,0.0
2014,Florida,District 119,Republican Party,Jeanette Nuñez,18564,True,0.0
2014,Florida,District 120,Republican Party,Holly Merrill Raschein,1,True,1.0
2014,Georgia,District 1,Democratic Party,"Thomas A. ""Tom"" McMahan",2679,False,0.0
2014,Georgia,District 1,Republican Party,John V. Deffenbaugh,7084,True,1.0
2014,Georgia,District 2,Republican Party,"Thomas S. ""Steve"" Tarvin",1,True,1.0
2014,Georgia,District 3,Republican Party,"Thomas D. ""Tom"" Weldon, Jr.",1,True,1.0
2014,Georgia,District 4,Republican Party,"Bruce L. Broadrick, Sr.",1,True,1.0
2014,Georgia,District 5,Republican Party,John D. Meadows,1,True,1.0
2014,Georgia,District 6,Republican Party,"T.S. ""Tom"" Dickson",1,True,1.0
2014,Georgia,District 7,Republican Party,David E. Ralston,1,True,1.0
2014,Georgia,District 8,Republican Party,Stephen T. Allison,1,True,1.0
2014,Georgia,District 9,Republican Party,Kevin Kermit Tanner,1,True,1.0
2014,Georgia,District 10,Republican Party,"T.A. ""Terry"" Rogers",1,True,1.0
2014,Georgia,District 11,Democratic Party,"Charles O. ""Chuck"" Hendrix",2093,False,0.0
2014,Georgia,District 11,Republican Party,"R.C. ""Rick"" Jasperse",10952,True,1.0
2014,Georgia,District 12,Republican Party,"J.E. ""Eddie"" Lumsden",1,True,1.0
2014,Georgia,District 13,Democratic Party,Richard C. Garrett,3322,False,0.0
2014,Georgia,District 13,Republican Party,Katie M. Dempsey,7529,True,1.0
2014,Georgia,District 14,Republican Party,Christian A. Coomer,1,True,1.0
2014,Georgia,District 15,Democratic Party,Dylan L. Patrick,2911,False,0.0
2014,Georgia,District 15,Republican Party,Paul R. Battles,9181,True,1.0
2014,Georgia,District 16,Republican Party,"O.D. ""Trey"" Kelley",1,True,1.0
2014,Georgia,District 17,Republican Party,Howard Richard Maxwell,1,True,1.0
2014,Georgia,District 18,Democratic Party,"Patricia L. ""Pat"" Rhudy",3007,False,0.0
2014,Georgia,District 18,Republican Party,Kevin C. Cooke,8584,True,1.0
2014,Georgia,District 19,Democratic Party,Sandra M. Fuller,4364,False,0.0
2014,Georgia,District 19,Republican Party,Paulette Rakestraw Braddock,9415,True,1.0
2014,Georgia,District 20,Republican Party,Michael R. Caldwell,1,True,1.0
2014,Georgia,District 21,Republican Party,Scot Turner,1,True,1.0
2014,Georgia,District 22,Republican Party,"Wesley E. ""Wes"" Cantrell",1,True,0.0
2014,Georgia,District 23,Republican Party,Mandi L. Ballinger,1,True,1.0
2014,Georgia,District 24,Republican Party,Mark D. Hamilton,1,True,1.0
2014,Georgia,District 25,Republican Party,Michael J. Dudgeon,1,True,1.0
2014,Georgia,District 26,Republican Party,Geoffrey L. Duncan,1,True,1.0
2014,Georgia,District 27,Republican Party,B. Lee Hawkins,1,True,1.0
2014,Georgia,District 28,Republican Party,"Robert D. ""Dan"" Gasaway",1,True,1.0
2014,Georgia,District 29,Republican Party,"Carlton W. Rogers, Sr.",1,True,1.0
2014,Georgia,District 30,Republican Party,"Emory W. Dunahoo, Jr.",1,True,1.0
2014,Georgia,District 31,Republican Party,"Thomas H. ""Tommy"" Benton",1,True,1.0
2014,Georgia,District 32,Republican Party,Alan T. Powell,1,True,1.0
2014,Georgia,District 33,Republican Party,"T.A. ""Tom"" McCall",1,True,1.0
2014,Georgia,District 34,Republican Party,"Albert T. ""Bert"" Reeves",1,True,0.0
2014,Georgia,District 35,Republican Party,"L. Edwin ""Ed"" Setzler",1,True,1.0
2014,Georgia,District 36,Republican Party,Earl D. Ehrhart,1,True,1.0
2014,Georgia,District 37,Democratic Party,"W.R. ""Bill"" Bolton",6038,False,0.0
2014,Georgia,District 37,Republican Party,"Samuel K. ""Sam"" Teasley",10054,True,1.0
2014,Georgia,District 38,Democratic Party,David L. Wilkerson,1,True,1.0
2014,Georgia,District 39,Democratic Party,Erica R. Thomas,1,True,0.0
2014,Georgia,District 40,Democratic Party,Erick E. Allen,7640,False,0.0
2014,Georgia,District 40,Republican Party,"Richard M. ""Rich"" Golick",11531,True,1.0
2014,Georgia,District 41,Democratic Party,Michael A. Smith,1,True,1.0
2014,Georgia,District 42,Democratic Party,Stacey G. Evans,1,True,1.0
2014,Georgia,District 43,Republican Party,Sharon M. Cooper,1,True,1.0
2014,Georgia,District 44,Republican Party,Don L. Parsons,1,True,1.0
2014,Georgia,District 45,Republican Party,"Matthew K. ""Matt"" Dollar",1,True,1.0
2014,Georgia,District 46,Republican Party,John K. Carson,1,True,1.0
2014,Georgia,District 47,Republican Party,Jan S. Jones,1,True,1.0
2014,Georgia,District 48,Democratic Party,"James W. ""Jimmy"" Johnson",5035,False,0.0
2014,Georgia,District 48,Republican Party,Harry C. Geisinger,9190,True,1.0
2014,Georgia,District 49,Republican Party,"Charles E. ""Chuck"" Martin, Jr.",1,True,1.0
2014,Georgia,District 50,Democratic Party,Paul M. Troop,3872,False,0.0
2014,Georgia,District 50,Republican Party,"Lynnette T. ""Lynne"" Riley",9019,True,1.0
